company_age_months,monthly_burn_usd,runway_months,team_size,founder_exits,customer_growth_pct,support_tickets_last_30_days,annual_revenue_usd,market_segment,growth_stage,remote_friendly,investor_tier,churned
,"77,888",17.98,31,0,-8.13,22,"$1,014,937",ai,,no, angel ,0
n/a,"$87,682",10,43,0.0,39.67,,"1,905,339",SAAS, series-a ,remote,tier-1-vc,0
23.0,"112,160",6,15.0, 0.0 ,50.31, 13.0 ," USD 1,802,348.50 ",HEALTHTECH,seed,No,NONE,0
46," USD 46,853.57 ", 13.71 ,27, 0.0 ,18.61,18.0,"517,008",HEALTHTECH,Series-A,yes, tier-2-vc ,0
13,,4.22,12,1,9.8,18,"$1,839,612",fintech, series-a ,1, tier-1-vc ,0
,"$34,367",12,20,1.0,-13.3%, 17.0 ,"550,209", saas ,Seed,0,Tier-2-Vc,0
24,"87,606",19.43,22.0,0,37.84,," USD 1,030,633.01 ",fintech,series-a,remote, none ,0
47," USD 80,684.97 ", 3.45 ,16.0,0.0,11.4%,20,"1,391,710",FINTECH, pre-seed ,remote,ANGEL,1
 117.0 ,"$52,106",7,9,2.0,4.8,22.0,,HEALTHTECH, seed ,1,None,0
," USD 72,223.67 ",8,6,1,18.66,17.0,"1,224,394",ECOMMERCE,Pre-Seed,yes,TIER-2-VC,0
56," USD 51,927.45 ",12.68, 2.0 ,1.0,-0.54, 21.0 ," USD 718,292.93 ",ecommerce,pre-seed,FALSE,tier-1-vc,0
66,"$40,561", 11.17 , 11.0 ,0.0,n/a,23,"$624,889", ai ,Pre-Seed,remote,Angel,0
 94.0 ," USD 60,205.07 ",20,,0.0, -16 % ,24,"962,187",Healthtech,pre-seed,0,NONE,0
,"39,847",17.77,,1.0, 30 % ,18.0,"672,193",SAAS,series-a,yes, angel ,0
77,"87,338", 15.48 ,7.0,1.0,8.1%,12.0," USD 1,785,125.45 ", saas ,Seed,FALSE,tier-2-vc,0
 105.0 ,"$38,850", 13.73 ,51,0.0, 31 % ,21,,AI,series-b,No,TIER-2-VC,0
 69.0 ,"$108,184",14.97,17.0, 0.0 ,6.38, 17.0 ," USD 1,123,945.10 ", ecommerce ,SEED,0, angel ,0
55.0,"38,185", 8.69 ,30.0,2.0, 8 % ,unknown,n/a,ecommerce,Seed,1,Tier-2-Vc,0
19.0,"53,559",17,35.0,1.0,-11.82,unknown,"892,510",saas, pre-seed ,yes, none ,1
32,"$51,869",7,35.0, 0.0 , 24 % ,13,unknown,Healthtech,seed,0,Tier-2-Vc,0
113,"$151,574",17.18,5,0,-5.77,13,"3,212,068",Healthtech,SEED,onsite,angel,0
66.0,"87,698",n/a,23.0, 0.0 ,1.2%, 16.0 ,"$2,025,724",Fintech, series-b ,yes, none ,0
38.0," USD 65,091.31 ",14.05, 3.0 , 0.0 , 10 % ,17.0," USD 1,075,468.49 ",Fintech,series-b,TRUE,,0
51.0,"$96,211",unknown,,1.0,12.2%,14.0," USD 1,833,124.94 ", fintech ,Pre-Seed,no, tier-2-vc ,0
70.0," USD 22,949.33 ",15.0,n/a, 2.0 ,-20.71,," USD 233,673.65 ",,Seed,Yes,ANGEL,1
65.0,"$71,416",1,11, 1.0 ,, 12.0 ,"$1,265,457",Saas, seed ,TRUE,,0
 84.0 ," USD 219,395.83 ",14.51,11.0,0,24.31, 25.0 ," USD 2,566,699.38 ",AI,Seed,, angel ,1
33.0," USD 78,652.18 ", 12.43 , 5.0 , 0.0 ,3.2%,19.0,"$1,238,759",,PRE-SEED,1,ANGEL,1
78,,13,45,0,5.95,17,"$2,134,644", ai ,Series-A,,Tier-1-Vc,0
54,"98,861",17,60, 1.0 ,12.92,22.0," USD 1,701,815.56 ",Fintech,series-a,No, tier-1-vc ,0
113,"119,681",13,19.0, 1.0 ,7.73, 18.0 ,"1,501,364",Saas,seed,yes, none ,0
21.0,"$24,377",7.3,, 0.0 ,,16,"$429,794",SAAS, seed ,remote, tier-1-vc ,0
,"28,990",,2, 1.0 ,9.35,22,"403,886",HEALTHTECH,pre-seed,yes,tier-2-vc,1
57,"82,097", 13.34 ,23,0.0,27.9%,15.0," USD 998,058.61 ", healthtech ,SERIES-B,TRUE,NONE,1
 62.0 ,"49,356",14,22,1, -9 % ,26.0,"1,204,910",FINTECH,pre-seed,yes,angel,0
 83.0 ," USD 150,484.28 ",13.81,17.0,0,,13.0,"$3,049,902",Ai,Pre-Seed,no,None,1
50.0,"$61,491",18,29.0, 0.0 ,-14.9%, 19.0 ,"1,068,854",ecommerce,seed,remote,TIER-2-VC,1
109," USD 25,235.53 ",7.57,32.0, 0.0 ,26.94, 13.0 ," USD 364,216.97 ",Fintech,SERIES-A,1,,0
58,unknown,14,unknown,2,8.3%, 20.0 ,,FINTECH,Series-A,onsite,Angel,0
,"$16,118", 19.45 ,22,0.0,-5.3, 16.0 ,"$357,330",Ecommerce,Pre-Seed,yes,ANGEL,1
16.0,"64,295",4.33,, 0.0 ,11.66,20.0,,AI,PRE-SEED,Yes,ANGEL,0
116,"65,933",unknown,35,2,-11.7%,22.0,"241,892", ecommerce ,series-a,Yes,Tier-2-Vc,0
 18.0 ,"57,904",10.07,26.0, 0.0 , -9 % ,24.0," USD 1,487,197.69 ",ai,SEED,1,tier-2-vc,1
113.0," USD 132,373.60 ", 11.15 ,38.0,2.0, -16 % ,24.0,"2,214,908",ai,,remote,angel,1
n/a,"$141,377",,37,1.0,-9.2%,17.0," USD 2,456,211.27 ",Fintech,Series-B,yes, tier-2-vc ,0
13,"$66,588",12.15,6.0,0,34.43,unknown," USD 1,354,860.42 ",Healthtech,pre-seed,0,Angel,1
38,"22,605", 22.21 ,6.0,1.0,-3.2, 15.0 ," USD 403,758.53 ",SAAS,SEED,onsite,Tier-2-Vc,0
 74.0 ," USD 102,693.58 ",6.68,15.0,0.0,18.4%,18," USD 1,949,908.14 ",ecommerce,pre-seed,FALSE, tier-2-vc ,0
 53.0 ,"99,255",7,11,2,-5.0%,20,"1,419,854",Fintech, series-a ,TRUE,Tier-2-Vc,0
94,"$86,696",6, 37.0 ,1, 24 % ,11,unknown, fintech ,SERIES-A,onsite,Angel,0
74," USD 125,468.98 ",22,31.0,0,-8.47, 21.0 ," USD 2,148,145.82 ",HEALTHTECH,seed,yes,TIER-2-VC,0
49,"38,536",10.69, 41.0 ,2,10.71,18," USD 837,247.79 ",Ecommerce,Series-A,1,TIER-2-VC,0
77," USD 220,756.48 ", 12.87 ,,0, 11 % ,unknown,"2,960,077",ECOMMERCE, series-b ,0, tier-2-vc ,0
 116.0 ,"43,145", 10.99 ,29.0,2.0,51.9%, 20.0 ,"564,674",HEALTHTECH,series-a,FALSE,TIER-2-VC,0
51," USD 110,422.88 ",8,43, 0.0 ,21.35,22.0,, healthtech , seed ,yes,Tier-1-Vc,0
20.0," USD 28,910.46 ",12,33.0,1,-0.7%,18.0,"409,691", saas ,,0, angel ,0
50.0,"43,842",25,,0.0, 22 % ,14,,ECOMMERCE, series-b ,yes,None,0
101.0,"168,384",19.96,47.0,3,48.5%,20," USD 2,442,818.85 ",FINTECH, pre-seed ,Yes,tier-1-vc,0
28.0,"$63,355",8.74,28,0, -19 % ,n/a,unknown,Fintech, pre-seed ,Yes,NONE,0
114,"$116,071",,22,1.0, -5 % ,25.0," USD 1,126,521.10 ", healthtech ,PRE-SEED,Yes,Tier-1-Vc,0
n/a,unknown,n/a,14.0,0,5.7%, 12.0 ,"1,153,232",saas, series-a ,FALSE,tier-2-vc,0
 73.0 ,"$69,028",4, 36.0 , 2.0 ,2.49,8,,Healthtech,pre-seed,Yes,tier-1-vc,0
40.0,,18.1,43.0,0,4.0%,19," USD 2,615,626.37 ",ecommerce,SEED,1, tier-2-vc ,1
110.0,"64,205",18.8, 25.0 ,2,-13.48,,"1,324,677",Saas, seed ,0,,1
7.0," USD 27,462.98 ", 18.23 ,44.0, 1.0 ,35.27,17,"$641,468",ECOMMERCE, pre-seed ,FALSE, tier-2-vc ,0
 37.0 ,"$47,015",10.65,2,1, -16 % ,19.0,"$1,036,673",saas, seed ,0,TIER-2-VC,1
 51.0 ,,12.17,,2.0,6.4%, 21.0 ,"$1,946,748",saas,seed,No,angel,0
 58.0 ," USD 90,901.34 ",16.75, 25.0 , 0.0 ,28.8%,9.0,"1,400,341",Fintech,pre-seed,0,NONE,0
 58.0 ,"30,888", 14.96 ,16,0.0, 9 % ,22.0,"$417,224", ai ,SERIES-B,FALSE,angel,1
 20.0 ," USD 49,099.87 ",11, 59.0 ,3.0,-7.6%,16.0,"$789,109",unknown, pre-seed ,,TIER-1-VC,1
29,"53,106", 4.9 ,n/a, 0.0 , -14 % ,,"974,095", ecommerce ,Series-A,onsite,ANGEL,1
14,"$59,814",14,20.0,1.0,5.9%,25," USD 1,153,673.74 ",fintech,Seed,TRUE,Tier-2-Vc,0
69.0,"$34,312",18, 26.0 ,0,-3.6%, 17.0 ,unknown,Ai,PRE-SEED,yes,Angel,0
44.0,"$51,761",7.01, 2.0 ,1,13.7%,18.0," USD 803,090.27 ",FINTECH, pre-seed ,,angel,0
69,n/a,16, 15.0 ,0,, 18.0 ,"$937,933", ai ,Seed,Yes,tier-1-vc,0
71,"$111,786",15,,0.0,unknown,14.0,"$2,352,372",, seed ,FALSE,NONE,0
 85.0 ,"$114,121",16.75,17.0, 0.0 , 12 % , 18.0 ,"$2,227,720",FINTECH,pre-seed,no,TIER-2-VC,0
67," USD 67,494.69 ",17, 14.0 ,0.0,13.4%,14,"$1,071,272", fintech ,SERIES-B,TRUE,angel,0
 78.0 ,unknown,9.53, 44.0 , 3.0 ,35.9%,n/a,unknown,FINTECH, seed ,yes, none ,0
71.0,"$78,981", 4.92 ,45,0.0,2.1%,19.0,"$992,766",Ai,series-b,TRUE, angel ,0
79,"46,671", 10.33 ,33,0.0, -3 % ,17.0," USD 619,566.93 ",ai,pre-seed,unknown, tier-2-vc ,0
75.0,"$38,919",17,20,1,0.1%,7.0," USD 662,727.43 ", fintech , pre-seed ,1, none ,0
39,"$43,603",10, 23.0 , 2.0 , 7 % ,21.0,"788,306", healthtech ,,yes,tier-2-vc,0
31,"$51,578",9.53,15, 0.0 ,8.36, 13.0 ,"533,414", ai ,PRE-SEED,onsite,TIER-2-VC,0
95,"$38,565", 3.89 ,12,0.0,-4.95,11.0,"539,288",SAAS,pre-seed,remote,unknown,0
43,"79,948", 21.76 , 11.0 ,0,, 19.0 ,"1,356,970",AI,,Yes,angel,0
 67.0 ,"$109,244",17.13,17,0,-0.1%, 18.0 ,"$1,354,771",SAAS,PRE-SEED,yes,none,0
26.0,"30,549", 16.85 ,12.0,1.0,16.5%,18.0,"541,810",SAAS,series-a,remote, tier-2-vc ,0
 53.0 ,"74,148",17.84,4, 1.0 ,12.45, 26.0 ," USD 1,095,189.87 ",SAAS,SEED,No,tier-2-vc,0
64.0," USD 64,798.34 ",15.88,29, 2.0 , 32 % ,17,"849,268",saas,series-b,remote,none,0
76.0," USD 88,241.25 ", 11.78 ,29.0, 1.0 ,45.2,22," USD 1,430,639.59 ",unknown,Pre-Seed,remote, tier-2-vc ,0
64.0," USD 72,611.87 ", 12.18 ,50.0,2, 24 % ,unknown,"1,275,727",Saas, seed ,FALSE,ANGEL,0
45.0," USD 32,876.73 ", 10.86 ,17,1, 35 % , 22.0 ,"414,440",saas,SEED,No,TIER-2-VC,0
115.0,,26.17,30,1.0, 24 % , 15.0 ," USD 548,917.91 ",AI,Seed,Yes,,0
 62.0 ,"$74,324",16,30,0.0, 41 % ,16.0,"1,328,215",saas,Series-A,no, none ,0
97," USD 128,775.97 ",10.68,22, 0.0 ,43.3%, 23.0 ,"1,667,860",Ai,Series-A,TRUE, angel ,0
 89.0 ,"21,638", 15.33 ,36.0, 1.0 ,27.12, 16.0 ,"$202,724", fintech ,unknown,TRUE, tier-2-vc ,0
68.0," USD 88,446.19 ", 7.95 ,unknown,0, 23 % ,,"871,523",Fintech,seed,FALSE, tier-2-vc ,0
 106.0 ,"140,687",20.52,31.0,2.0,6.3%,16.0,"$2,015,733",Ecommerce,unknown,TRUE,ANGEL,0
 18.0 ," USD 67,227.37 ", 9.69 , 22.0 ,0,9.3%,23," USD 721,102.77 ", healthtech ,Pre-Seed,Yes,unknown,1
110,"98,974",15.51, 21.0 ,1.0, 4 % ,22.0,"1,445,921",ai, seed ,FALSE, tier-2-vc ,0
102.0,"49,678",18.33,7.0,0.0, 21 % ,25," USD 1,125,685.99 ",ai,unknown,,None,0
61.0,"$68,484",14.92, 15.0 ,0.0,-2.97,18.0,"$718,091",Fintech,SEED,No,TIER-2-VC,0
88,"29,986",13,17.0,1,6.56, 24.0 ,,Ecommerce,seed,0, angel ,1
63,"$20,143",13, 10.0 , 1.0 ,-32.39,n/a,"494,092",Healthtech, seed ,TRUE,ANGEL,0
34," USD 122,825.66 ",n/a,32, 1.0 ,41.0%, 22.0 ,"2,165,726",ecommerce,Series-B,FALSE,TIER-2-VC,0
96.0," USD 42,542.24 ",10.12,43, 0.0 , 6 % ,25.0," USD 618,100.78 ", healthtech , seed ,Yes,angel,0
31,"56,923",11,13,1.0, 18 % ,n/a,"$875,051", healthtech ,SERIES-B,No, tier-2-vc ,0
 39.0 ,"34,114",20,30.0,0.0, 36 % , 18.0 ,, ai , series-a ,TRUE,none,0
63,"$33,675",12,12,1, 15 % ,21,"767,225",fintech,seed,unknown,angel,1
100.0,"$66,462",9,22, 0.0 ,36.0,22.0," USD 922,268.98 ",Ai,seed,1, angel ,0
47.0," USD 48,958.71 ",10.42,16, 0.0 ,-12.35, 23.0 ,"$634,973",ECOMMERCE, seed ,onsite,none,1
 60.0 ,"90,029", 18.5 ,34, 0.0 ,53.1%,15.0,"$943,930",Ai,SERIES-A,remote,tier-2-vc,0
7.0," USD 93,797.75 ",16,16.0,2.0,29.57, 15.0 ," USD 1,539,444.68 ",FINTECH,Pre-Seed,FALSE,tier-2-vc,0
16,"87,244",15.8,40,0.0,13.77,17," USD 905,355.77 ",Ai,series-b,No,TIER-1-VC,0
9.0," USD 83,385.56 ",12, 23.0 , 0.0 ,35.6%,24.0,"$1,179,478", fintech ,SEED,no, angel ,0
unknown,"174,167",16, 17.0 , 0.0 ,-11.0%,18.0,"$2,153,627",Fintech,seed,,angel,1
104.0," USD 40,652.82 ",10,8.0,1.0,4.8%, 7.0 ," USD 825,109.67 ",Saas,Seed,1,Angel,0
 101.0 ,"$70,954",12,30, 0.0 ,36.0%,18,"$990,972", saas ,Seed,0,Tier-1-Vc,0
99.0," USD 136,349.87 ", 17.85 ,39.0,1, -24 % , 20.0 ," USD 2,398,083.43 ",Fintech,Series-A,1,angel,1
,"$146,605",17.37,30,0.0, 20 % ,14," USD 1,405,007.98 ",Fintech, series-a ,1, angel ,0
 12.0 ,"33,457",8,57, 0.0 ,19.6%,15.0,n/a, ai , pre-seed ,no,TIER-2-VC,1
 35.0 ,"$61,587",8.72,46.0,1, 45 % ,,"688,995",HEALTHTECH,Seed,Yes,None,0
 69.0 ,unknown, 13.54 ,22.0, 0.0 ,unknown,14.0,"2,206,779",FINTECH,Seed,remote,tier-2-vc,0
 42.0 ," USD 96,707.24 ",22,22,1.0,38.97,19.0,"$2,402,673", healthtech , seed ,Yes,ANGEL,0
 60.0 ,"81,422",3.42,n/a, 0.0 , -0 % ,14,"$1,606,340",AI,SEED,yes,Tier-2-Vc,0
23,"$64,879",14.39,14.0,0,unknown,19.0,"$1,004,733",AI,Pre-Seed,TRUE,TIER-2-VC,1
 88.0 ,"59,214",6.12,42.0, 0.0 , -12 % ,18.0," USD 1,705,106.13 ",saas,Series-A,no,ANGEL,0
39.0," USD 85,692.49 ",n/a,31.0, 0.0 , -10 % ,18,"1,057,385", fintech ,SEED,1,TIER-2-VC,0
10.0,"$63,653",11.18,,0.0,17.3%, 12.0 ,"$1,315,116",ECOMMERCE,Seed,onsite, tier-2-vc ,0
 89.0 ,"$71,438", 10.9 ,unknown,0,unknown,16.0," USD 705,040.77 ", ai ,SERIES-A,0, none ,0
108,"$76,361",10,50, 0.0 ,23.33, 17.0 ,"1,147,273",ecommerce,SERIES-A,FALSE,unknown,0
4.0,,13.04,28,2, -2 % ,33,,Saas,series-a,yes, tier-2-vc ,0
 54.0 ,n/a, 10.32 , 24.0 ,0,-11.83,19.0,"1,668,766", fintech ,PRE-SEED,no,Tier-1-Vc,0
 99.0 ,"$363,246",,47.0, 3.0 , 0 % ,18.0,"$5,893,254",saas,PRE-SEED,yes,unknown,0
85.0,"$27,520", 16.9 ,40, 0.0 ,16.06,16," USD 406,447.81 ",SAAS,SERIES-A,No,ANGEL,0
103.0,"$87,396",16.76,22,0.0,5.01, 12.0 ," USD 1,780,105.39 ",AI,pre-seed,yes,angel,0
 51.0 ,unknown,17.22,26.0, 1.0 ,10.6%, 23.0 ," USD 661,057.10 ", ai ,pre-seed,onsite,angel,1
 46.0 ,"$100,466",5,29,0.0,22.5%, 12.0 ," USD 1,738,800.35 ",fintech,,Yes,NONE,0
," USD 75,027.25 ",14.49,31,0,29.48,19.0,, healthtech ,seed,No,Angel,0
20,"$111,193",16.38,7, 0.0 , 4 % ,unknown,"$1,119,390",saas,SERIES-B,yes,angel,0
 31.0 ,"$139,599",7.84,4.0,1.0, -9 % ,16,"1,815,671", ai ,pre-seed,1, none ,1
73.0,"$81,294", 13.05 ,14,1.0,11.4%,16.0,"$1,318,224",Saas, seed ,FALSE, tier-1-vc ,0
 81.0 ,"136,302",12.42,12, 1.0 , 18 % , 13.0 ,"$2,524,398",healthtech, series-b ,yes,NONE,0
 17.0 ," USD 20,143.48 ", 22.21 , 17.0 , 2.0 ,-16.29,17,unknown, ai ,Series-B,onsite,angel,0
 62.0 ,"$175,387",23,35.0,0.0,-6.03,13," USD 2,654,738.04 ",,PRE-SEED,no,TIER-2-VC,0
 45.0 ," USD 89,884.80 ",,24,1.0, -3 % ,18,"$1,324,373",Fintech, series-b ,no,TIER-2-VC,0
61.0," USD 132,298.21 ",,29, 0.0 , 6 % ,21.0," USD 1,654,999.83 ",AI,Pre-Seed,0,None,0
115,"37,387", 8.42 , 9.0 , 0.0 , -4 % ,13," USD 647,533.99 ",unknown,Series-A,FALSE, tier-2-vc ,0
11,"46,308",17.9,20, 0.0 , 23 % ,16," USD 685,896.81 ",,pre-seed,No,Tier-2-Vc,0
119," USD 79,242.34 ",18, 34.0 , 0.0 ,-18.89,18,"$1,181,018",,seed,Yes,TIER-1-VC,0
55.0,"72,448", 8.02 ,34, 1.0 ,-18.43,12.0,"1,131,965",Fintech,Pre-Seed,yes,Angel,1
93.0,"$85,450", 15.47 ,16,1.0, 4 % , 22.0 ,"1,555,748",ECOMMERCE, series-a ,FALSE, none ,1
52,"132,785",12.46, 28.0 , 0.0 ,6.8%,21,"$1,825,134",unknown,pre-seed,1, tier-2-vc ,0
,"27,698",15.77,57,0,-16.18, 15.0 ,unknown,SAAS,Seed,,angel,0
unknown,n/a, 14.15 ,26.0, 2.0 ,-0.9%, 20.0 ,"2,214,824",FINTECH, series-a ,yes, tier-2-vc ,0
," USD 73,464.31 ",18.98,16, 0.0 , 3 % ,21," USD 286,297.81 ", ai ,pre-seed,TRUE,Tier-2-Vc,0
19.0,"$65,377",13,24.0, 0.0 , 3 % , 20.0 ,"888,160",ECOMMERCE,series-b,1,tier-2-vc,0
85.0,"32,562",,27, 0.0 , 13 % , 18.0 ," USD 371,030.81 ",fintech,Seed,No,TIER-1-VC,0
91,"$96,440",,24,1.0,-1.9%,18,"2,007,210",ai,pre-seed,no,TIER-2-VC,1
,"19,385",15.9, 26.0 , 1.0 ,36.6, 20.0 ,"$275,966",ECOMMERCE,PRE-SEED,onsite,TIER-1-VC,0
111.0,,16.66,6,0,18.79,18,"1,437,153",fintech, seed ,1,TIER-2-VC,0
77.0,"32,188",9.68, 13.0 , 1.0 ,-4.53, 21.0 ," USD 508,744.09 ",healthtech,Pre-Seed,onsite,Angel,1
42," USD 75,312.53 ",8,24.0, 1.0 , 12 % ,17.0,"1,025,645", fintech ,SEED,FALSE, tier-2-vc ,0
 4.0 ,"$68,491", 10.16 , 24.0 , 1.0 ,12.2%,,"985,544",fintech,unknown,Yes,TIER-2-VC,0
 81.0 ,,10,18,0.0,31.86, 16.0 ,"$2,280,311",healthtech,seed,yes,Tier-1-Vc,0
27,"$66,286",17,24.0, 1.0 , -1 % , 18.0 ,"948,680",SAAS, seed ,yes,ANGEL,0
n/a,"49,922",18,27,0,, 10.0 ,n/a,,series-a,onsite,ANGEL,0
 64.0 ," USD 55,346.49 ",12,38.0, 1.0 ,10.8%, 25.0 ,"$661,909", ecommerce , seed ,yes,TIER-2-VC,1
57,"$147,279",, 25.0 , 1.0 ,36.85,29," USD 1,676,754.05 ",saas,seed,yes,none,0
 22.0 ,, 19.84 , 32.0 ,1,33.2%,unknown,"$1,595,340",Ecommerce,,remote, tier-2-vc ,0
86," USD 59,154.24 ",14.22, 18.0 ,0,13.6%,25,"1,019,015",Fintech, pre-seed ,remote, tier-2-vc ,1
22," USD 64,212.58 ",8.89, 34.0 ,1,5.3%,22,"660,579",HEALTHTECH,SEED,Yes,NONE,0
 51.0 ,"30,886",20.88,31.0,0, 19 % ,21.0,"$588,059",Ai,SERIES-B,onsite,NONE,0
,"90,550",13, 38.0 ,0.0,6.8%,13,"1,725,544", healthtech ,seed,1,Tier-2-Vc,0
 110.0 ," USD 27,780.83 ",13.63, 36.0 , 0.0 ,unknown,21.0,"552,804",healthtech,Series-B,0,NONE,0
118,"$110,579",11.3,34.0,1.0,11.4%,14.0,"1,901,915",AI,seed,1,,0
115,"78,491",9,25,2.0, 3 % ,28.0,"$1,455,881", fintech ,Seed,TRUE, tier-2-vc ,0
n/a," USD 271,800.46 ",unknown,29.0,0, 2 % ,22,"6,724,372",ecommerce, seed ,FALSE,tier-2-vc,0
 26.0 ,"39,932",,41.0,0, -12 % ,23.0,"590,746",Ai,pre-seed,0, angel ,1
101,"69,116",9.08,17,1.0,20.0%,n/a,"$816,755", ai ,series-b,,,0
 96.0 ,"$196,626", 28.3 ,17,0.0, -5 % ,12," USD 1,939,470.81 ",HEALTHTECH,PRE-SEED,yes,Tier-2-Vc,0
118.0,"140,824",unknown,29, 0.0 ,29.77, 20.0 ,"$3,242,142", saas ,Series-B,TRUE, none ,0
 79.0 ,unknown, 6.71 ,32.0,3.0, -13 % ,31," USD 1,150,652.36 ",HEALTHTECH,series-a,0,Angel,1
19.0,"$82,717", 15.55 ,14, 1.0 ,12.3%,22.0,"1,017,553",ai,series-b,remote,tier-1-vc,0
61.0,"$73,211",20.65,25.0,0,30.7,15.0," USD 958,383.20 ",ECOMMERCE,series-b,onsite, angel ,0
55.0,"85,398",13,25,0.0,-28.74,16.0,"1,255,692", ecommerce ,seed,yes,ANGEL,0
 101.0 ,"49,798",15.86,2.0,0, 46 % , 15.0 ,"1,040,626", fintech ,SERIES-B,unknown,tier-1-vc,0
 48.0 ,"69,625",4,23.0,0,2.3%,23," USD 755,482.41 ", fintech ,Series-A,0,none,1
 41.0 ," USD 30,365.77 ",10, 24.0 ,0.0,12.54,17," USD 246,980.64 ",Ecommerce,,FALSE,none,0
 12.0 ,"$78,772",7.63,24.0,0,20.29,18," USD 1,943,319.55 ",SAAS,unknown,onsite,,0
unknown," USD 93,667.95 ",4,46,1.0,23.07,15.0,"1,615,725",HEALTHTECH,pre-seed,no,tier-2-vc,0
 91.0 ," USD 64,532.18 ",13.58, 9.0 , 1.0 , 15 % ,14,"$1,149,812",fintech,Pre-Seed,Yes,Tier-1-Vc,0
7," USD 30,083.20 ", 1.79 , 14.0 ,0.0, 28 % , 12.0 ,"456,650",FINTECH,PRE-SEED,FALSE, tier-2-vc ,1
53," USD 125,956.58 ",6.39,2.0,1.0,19.34,15.0,"2,249,980",unknown, seed ,,TIER-1-VC,0
59,"$89,365", 10.31 ,, 0.0 , 42 % ,27.0," USD 888,575.86 ",ai,pre-seed,remote,NONE,1
57.0,"49,055", 8.84 ,20.0, 0.0 ,19.4,16," USD 619,871.03 ",AI,seed,remote,TIER-2-VC,1
110," USD 62,671.98 ",14.98,19,1.0, 45 % , 12.0 ," USD 1,029,113.51 ",ECOMMERCE,Series-A,No, none ,0
 20.0 ,, 14.53 , 42.0 ,1.0,26.22, 23.0 ," USD 221,578.56 ",Fintech,SERIES-A,remote,tier-1-vc,0
 38.0 ," USD 41,607.03 ", 17.47 ,38.0, 0.0 , -22 % ,unknown," USD 615,365.05 ",unknown,Series-B,No, tier-1-vc ,0
 24.0 ,"$54,405",17, 27.0 ,0,57.0,20,"791,225",Healthtech, series-b ,1,angel,0
31.0,"$143,721",19,, 0.0 ,-0.3%, 8.0 ," USD 2,125,529.01 ",Healthtech, series-b ,FALSE,TIER-2-VC,0
109.0,"51,445",,40.0,0.0,36.9%, 23.0 ,"709,722",,seed,0,Tier-2-Vc,0
113.0,"$103,997",14.52,26.0,1,10.48,12," USD 1,249,673.14 ",Healthtech,,FALSE,unknown,0
8,"54,389",16,15.0,0.0,29.1, 25.0 ," USD 473,834.25 ",ecommerce,series-b,no,Tier-2-Vc,0
76.0," USD 83,815.33 ",14,2.0,1.0,-2.39,9.0," USD 1,389,573.30 ",fintech,,remote,tier-1-vc,1
30,, 11.01 ,20.0,0, 21 % ,20.0,"$1,001,316",Ecommerce,pre-seed,onsite, angel ,0
 25.0 ," USD 118,205.64 ", 11.34 ,37.0,0.0,5.44,24,"1,241,026",unknown,unknown,0,none,0
37.0,"54,494", 8.91 ,58,0, 38 % ,16," USD 885,541.76 ",Healthtech, seed ,No,tier-1-vc,0
25.0,"30,795",15,n/a,0, 18 % ,16," USD 456,388.88 ", ai ,series-a,no, angel ,0
60,"$34,198",13, 15.0 ,1,26.9%,22.0," USD 484,106.32 ",,pre-seed,FALSE,Angel,0
119.0,"54,582", 9.68 , 9.0 ,1.0,-28.95,21,"$402,405",ai,SERIES-A,FALSE,TIER-2-VC,0
71.0,"$36,791",9.69,34.0,1.0, 8 % ,19.0,"689,141",Fintech,Pre-Seed,Yes,TIER-2-VC,0
 87.0 ,"91,639", 6.95 ,,0,17.39,18.0,"1,014,246",saas,SEED,0,ANGEL,0
60.0,"56,604", 17.89 ,34,0.0, 14 % ,13," USD 919,982.57 ",Ecommerce,seed,0,none,0
4," USD 269,961.22 ",13.39, 37.0 ,0,27.3%,," USD 3,446,575.00 ",Fintech,SEED,yes, tier-2-vc ,0
 12.0 ," USD 28,120.58 ",8.69,32,2,3.4%,14.0,unknown,Ai,SERIES-A,1, angel ,0
 34.0 ,"81,797", 17.04 , 23.0 ,1,, 20.0 ,"$1,685,772",healthtech,PRE-SEED,no,TIER-2-VC,0
unknown,"$39,325", 10.2 , 34.0 ,0,31.3%, 21.0 ,"712,831",fintech, pre-seed ,1, tier-1-vc ,0
 101.0 ," USD 55,749.81 ", 5.97 ,unknown,1.0, -31 % ,19.0,"1,143,995", fintech ,pre-seed,TRUE,none,0
 101.0 ,"79,046",18,15, 0.0 ,20.6%, 8.0 ,"1,369,192",ECOMMERCE,Series-A,remote,tier-1-vc,0
102.0," USD 20,354.26 ",10,52.0,1.0, 4 % , 11.0 ,"357,921",fintech, series-b ,FALSE, tier-2-vc ,0
 77.0 ,"$83,304",, 21.0 ,1, -6 % , 16.0 ,"$739,362", fintech , series-a ,FALSE,tier-1-vc,0
n/a," USD 208,271.77 ",13.21, 37.0 ,0,16.06,12.0," USD 3,067,822.39 ",fintech,SEED,0,Angel,1
78.0,"$56,989",18.71,2.0, 0.0 ,32.1%,18," USD 860,550.69 ",unknown,series-b,No,angel,0
 50.0 ,"$84,364", 13.1 ,44,1.0,28.7, 25.0 ,"1,762,754", ecommerce , pre-seed ,no,Tier-2-Vc,0
81,"128,503",7,47, 0.0 ,7.57, 20.0 ," USD 1,795,838.98 ",unknown,,remote,Tier-1-Vc,0
